email,label
justin mason wrote interestingly some of these seem apparently to be encrypted versions of the recipient email address to see this rotNUMBER yr address and grep your spam archive there ll be at least NUMBER hit theo van dinter felicity kluge net writes hmmm i m surprised at these results especially since i should be seeing some false positives not a lot of matches though still worthwhile NUMBER NUMBER is not that bad my results overall spam nonspam s o rank score name NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER all messages NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER all messages as NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER t_rotNUMBER_email_NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER t_rotNUMBER_email_NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER t_rotNUMBER_email the interesting thing is that these hits all seem to be rotNUMBER versions of the to address if we ever start getting fps or if anyone is worried we could make it an eval test for rotNUMBER of the to address turning non word characters into characters in the regular expression at the same time it might be worth testing for username in html comments i found some quinlan types in html comments but i haven t seen enough hits so far to bother however i did add a really good test for email addresses in comments dan ,0
update of cvsroot spamassassin spamassassin lib mail in directory usw pr cvsNUMBER tmp cvs servNUMBER lib mail modified files tag bNUMBER_NUMBER_NUMBER URL log message fixed bug NUMBER r and w were not respecting auto_whitelist_path index URL rcs file cvsroot spamassassin spamassassin lib mail URL v retrieving revision NUMBER NUMBER NUMBER NUMBER retrieving revision NUMBER NUMBER NUMBER NUMBER diff b w u d rNUMBER NUMBER NUMBER NUMBER rNUMBER NUMBER NUMBER NUMBER URL NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER URL NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER non public methods item f init use_user_prefs read and parse the current configuration c use_user_prefs can be c NUMBER do not read user preferences or c NUMBER do cut sub init my self use_user_pref _ NUMBER NUMBER NUMBER NUMBER todo open dns cache etc if necessary non public methods sub read_cf my self path desc _ this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0
update of cvsroot spamassassin spamassassin in directory usw pr cvsNUMBER tmp cvs servNUMBER modified files tag bNUMBER_NUMBER_NUMBER spamassassin raw log message fixed bug NUMBER r and w were not respecting auto_whitelist_path index spamassassin raw rcs file cvsroot spamassassin spamassassin spamassassin raw v retrieving revision NUMBER NUMBER NUMBER NUMBER retrieving revision NUMBER NUMBER NUMBER NUMBER diff b w u d rNUMBER NUMBER NUMBER NUMBER rNUMBER NUMBER NUMBER NUMBER spamassassin raw NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER spamassassin raw NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER if warn if doing_whitelist_operation read the config spamtest init NUMBER if opt add to whitelist spamtest add_all_addresses_to_whitelist mail elsif opt remove from whitelist this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0
update of cvsroot spamassassin spamassassin t in directory usw pr cvsNUMBER tmp cvs servNUMBER t modified files tag bNUMBER_NUMBER_NUMBER db_based_whitelist t db_based_whitelist_ips t log message fixed bug NUMBER r and w were not respecting auto_whitelist_path index db_based_whitelist t rcs file cvsroot spamassassin spamassassin t db_based_whitelist t v retrieving revision NUMBER NUMBER NUMBER NUMBER retrieving revision NUMBER NUMBER NUMBER NUMBER diff b w u d rNUMBER NUMBER NUMBER NUMBER rNUMBER NUMBER NUMBER NUMBER db_based_whitelist t NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER db_based_whitelist t NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER use lib use lib t use satest sa_t_init db_based_whitelist use test begin plan tests NUMBER use test begin plan tests NUMBER NUMBER NUMBER NUMBER NUMBER patterns is_nonspam_patterns scr_test_args m mail spamassassin dbbasedaddrlist sarun remove addr from whitelist whitelist_test URL patterns_run_cb ok sarun remove addr from whitelist whitelist_test URL patterns_run_cb NUMBER times to get into the whitelist sarun l a t data nice NUMBER patterns_run_cb sarun l a t data nice NUMBER patterns_run_cb sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb now check ok sarun l a t data nice NUMBER patterns_run_cb ok_all_patterns patterns is_spam_patterns sarun l a t data spam NUMBER patterns_run_cb ok sarun l a t data spam NUMBER patterns_run_cb ok_all_patterns index db_based_whitelist_ips t rcs file cvsroot spamassassin spamassassin t db_based_whitelist_ips t v retrieving revision NUMBER NUMBER NUMBER NUMBER retrieving revision NUMBER NUMBER NUMBER NUMBER diff b w u d rNUMBER NUMBER NUMBER NUMBER rNUMBER NUMBER NUMBER NUMBER db_based_whitelist_ips t NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER db_based_whitelist_ips t NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER use lib use lib t use satest sa_t_init db_based_whitelist_ips use test begin plan tests NUMBER use test begin plan tests NUMBER NUMBER NUMBER NUMBER NUMBER patterns is_nonspam_patterns sarun remove addr from whitelist whitelist_test URL patterns_run_cb ok sarun remove addr from whitelist whitelist_test URL patterns_run_cb NUMBER times to get into the whitelist sarun l a t data nice NUMBER patterns_run_cb sarun l a t data nice NUMBER patterns_run_cb sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb now check ok sarun l a t data nice NUMBER patterns_run_cb ok_all_patterns patterns is_spam_patterns sarun l a t data spam NUMBER patterns_run_cb ok sarun l a t data spam NUMBER patterns_run_cb ok_all_patterns this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0
update of cvsroot spamassassin spamassassin in directory usw pr cvsNUMBER tmp cvs servNUMBER modified files spamassassin raw log message fixed bug NUMBER r and w were not respecting auto_whitelist_path index spamassassin raw rcs file cvsroot spamassassin spamassassin spamassassin raw v retrieving revision NUMBER NUMBER retrieving revision NUMBER NUMBER diff b w u d rNUMBER NUMBER rNUMBER NUMBER spamassassin raw NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER spamassassin raw NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER if warn if doing_whitelist_operation read the config spamtest init NUMBER if opt add to whitelist spamtest add_all_addresses_to_whitelist mail elsif opt remove from whitelist this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0
update of cvsroot spamassassin spamassassin rules in directory usw pr cvsNUMBER tmp cvs servNUMBER rules modified files NUMBER_scores cf NUMBER_whitelist cf log message fixed bug NUMBER r and w were not respecting auto_whitelist_path index NUMBER_scores cf rcs file cvsroot spamassassin spamassassin rules NUMBER_scores cf v retrieving revision NUMBER NUMBER retrieving revision NUMBER NUMBER diff b w u d rNUMBER NUMBER rNUMBER NUMBER NUMBER_scores cf NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER_scores cf NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER score porn_galleries NUMBER NUMBER score ratware_lc_outlook NUMBER NUMBER score short_received_line NUMBER NUMBER score safeguard_notice NUMBER NUMBER score safeguard_notice NUMBER NUMBER score mailman_confirm NUMBER NUMBER score significant NUMBER NUMBER score ratware_diffond NUMBER NUMBER index NUMBER_whitelist cf rcs file cvsroot spamassassin spamassassin rules NUMBER_whitelist cf v retrieving revision NUMBER NUMBER retrieving revision NUMBER NUMBER diff b w u d rNUMBER NUMBER rNUMBER NUMBER NUMBER_whitelist cf NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER_whitelist cf NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER friends re united popular uk old school network whitelist_from_rcvd URL URL this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0
update of cvsroot spamassassin spamassassin t in directory usw pr cvsNUMBER tmp cvs servNUMBER t modified files db_based_whitelist t db_based_whitelist_ips t log message fixed bug NUMBER r and w were not respecting auto_whitelist_path index db_based_whitelist t rcs file cvsroot spamassassin spamassassin t db_based_whitelist t v retrieving revision NUMBER NUMBER retrieving revision NUMBER NUMBER diff b w u d rNUMBER NUMBER rNUMBER NUMBER db_based_whitelist t NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER db_based_whitelist t NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER use lib use lib t use satest sa_t_init db_based_whitelist use test begin plan tests NUMBER use test begin plan tests NUMBER NUMBER NUMBER NUMBER NUMBER patterns is_nonspam_patterns scr_test_args m mail spamassassin dbbasedaddrlist sarun remove addr from whitelist whitelist_test URL patterns_run_cb ok sarun remove addr from whitelist whitelist_test URL patterns_run_cb NUMBER times to get into the whitelist sarun l a t data nice NUMBER patterns_run_cb sarun l a t data nice NUMBER patterns_run_cb sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb now check ok sarun l a t data nice NUMBER patterns_run_cb ok_all_patterns patterns is_spam_patterns sarun l a t data spam NUMBER patterns_run_cb ok sarun l a t data spam NUMBER patterns_run_cb ok_all_patterns index db_based_whitelist_ips t rcs file cvsroot spamassassin spamassassin t db_based_whitelist_ips t v retrieving revision NUMBER NUMBER retrieving revision NUMBER NUMBER diff b w u d rNUMBER NUMBER rNUMBER NUMBER db_based_whitelist_ips t NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER db_based_whitelist_ips t NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER use lib use lib t use satest sa_t_init db_based_whitelist_ips use test begin plan tests NUMBER use test begin plan tests NUMBER NUMBER NUMBER NUMBER NUMBER patterns is_nonspam_patterns sarun remove addr from whitelist whitelist_test URL patterns_run_cb ok sarun remove addr from whitelist whitelist_test URL patterns_run_cb NUMBER times to get into the whitelist sarun l a t data nice NUMBER patterns_run_cb sarun l a t data nice NUMBER patterns_run_cb sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb ok sarun l a t data nice NUMBER patterns_run_cb now check ok sarun l a t data nice NUMBER patterns_run_cb ok_all_patterns patterns is_spam_patterns sarun l a t data spam NUMBER patterns_run_cb ok sarun l a t data spam NUMBER patterns_run_cb ok_all_patterns this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0
 malte s stretz said NUMBER is fixed but what about NUMBER add a notice about irix and m to the docs NUMBER cygwin s exe_ext NUMBER a cosmetic but rather disturbing one all now fixed NUMBER to_malformed borken wontfix NUMBER packaging related eh will leave this for NUMBER NUMBER ok if there s nothing moderately serious shown up tonight i ll release it tomorrow am gmt j this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0
 eh any reason why wasn t causing any trouble for me and seems like a good idea because every time someone submitted a bug they d get a response saying message is held for moderator because of implicit message destination or something like that it annoyed users it annoyed me and justin you never actually got around to accepting the messages duncan findlay this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL felicity URL changed what removed added status new resolved resolution fixed additional comments from felicity URL NUMBER NUMBER NUMBER NUMBER NUMBER hmmm my last message doesn t seem to have made it into bugzilla yet i ve committed a patch to fix this problem in both head and bNUMBER_NUMBER_NUMBER the last message explains what the problem was and what the patch does to fix it you are receiving this mail because you are the assignee for the bug or are watching the assignee this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL jm URL changed what removed added status new assigned additional comments from jm URL NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER use of config is gradually being removed thankfully i don t want to see any of that stuff in there if it acn be avoided as different perl versions jsut vary so much in that stuff NUMBER perl has no concept of where the rules could be unless they re in the perl libdir usr lib perlNUMBER site_perl NUMBER x x foo perl does not know about the existence of usr share or etc used to use usr lib perlNUMBER for storing rules and it was actually much worse than it is now so we need an out of band way to tell sa where to find this stuff that s the problem NUMBER try perl URL dev null to allow bots to build it i think i might be missing some details of what you re peeved about though could you elaborate specifically you are receiving this mail because you are the assignee for the bug or are watching the assignee this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL additional comments from spamassassin contrib URL NUMBER NUMBER NUMBER NUMBER NUMBER i ve thought about this and pm_filter needs to die i ve now tried multiple ways to make it just transparently work on NUMBER NUMBER and failed if anyone has any bright ideas please jump in you see anyone upgrading from the cpan shell will get a failure on the line use extutils makemaker NUMBER NUMBER quite some modules from cpan do have a line like this nowadays i think or read so somewhere respectively and the perl error message is very clear extutils makemaker version NUMBER NUMBER required this is only version NUMBER NUMBER at URL line NUMBER because it never gets chance to reach a writemakefile line with a prereq_pm extutils makemaker NUMBER NUMBER option so the cpan shell can t automatically upgrade this module i cannot think of any way around this i could think of a solution we could remove the use line and add the version to prereq_pm after writemakefile we could add the lines require extutils makemaker extutils makemaker version NUMBER NUMBER to do per hand what use extutils makemaker NUMBER NUMBER does automagically perl URL will die with a uncaught exception from user code extutils makemaker version NUMBER NUMBER required this is only version NUMBER NUMBER at URL line NUMBER there but we ve got a makefile but i don t know if cpan will run the make anyway to add insult to injury the pm_filter part gets run during pm_to_blib which would be fine except extutils makemaker doesn t let you write a my pm_to_blib it s non overridable so even though we could potentially copy the NUMBER NUMBER extutils install pm_to_blib code somewhere into the spamassassin codebase i tried that first we can t cause the makefile to call our code we could call the preprocessor on install time that s not a very clean approach but could work we can also overwrite pm_to_blib in the makefile directly per postamble we already have a useless line pm_to_blib spamassassin doc made there adding some commands in this section gives some make warnings makefile NUMBER warning overriding commands for target pm_to_blib makefile NUMBER warning ignoring old commands for target pm_to_blib but does work not a very good solution either so i m strongly against the current use of extutils makemaker NUMBER NUMBER usage if this were an apache project this would be my veto vote and really hope we can find another way the use makemaker error message is imho quite clear so i think it s ok to require the user to do a manual update of extutils makemaker before the sa installation but that s just my opinion i ll ask on makemaker URL for the best solution they should know you are receiving this mail because you are on the cc list for the bug or are watching someone who is this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL additional comments from spamassassin contrib URL NUMBER NUMBER NUMBER NUMBER NUMBER a solution could be the preprocessor in combination with pm_filter if we get the extutils makemaker versioning stuff right see bug NUMBER you are receiving this mail because you are the assignee for the bug or are watching the assignee this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL spamassassin contrib URL changed what removed added status new resolved resolution wontfix additional comments from spamassassin contrib URL NUMBER NUMBER NUMBER NUMBER NUMBER i think it s ok to close this one comment is a valid albeit seldom used rfc NUMBER header you are receiving this mail because you are the assignee for the bug or are watching the assignee this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL spamassassin contrib URL changed what removed added status new resolved resolution wontfix additional comments from spamassassin contrib URL NUMBER NUMBER NUMBER NUMBER NUMBER relieving dan you are receiving this mail because you are the assignee for the bug or are watching the assignee this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL spamassassin contrib URL changed what removed added status new resolved resolution fixed additional comments from spamassassin contrib URL NUMBER NUMBER NUMBER NUMBER NUMBER i think invalid_msgid does what this rule was supposed to do you are receiving this mail because you are the assignee for the bug or are watching the assignee this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL summary URL is a scam product spamassassin version unspecified platform other url URL os version other status new severity normal priority pNUMBER component rules assignedto spamassassin devel URL reportedby friedman spamassassin URL the default score for bondedsender certified domains is NUMBER but i do not believe they should be trusted and encourage you to change the default i have been spammed by their customers there is no documentation on their website about how i can complain about this and have their customers financially penalized for sending me unsolicited mail what proof do any of us have that they really even do anything about it their contract is with their customers not with us this is a scam don t trust them you are receiving this mail because you are the assignee for the bug or are watching the assignee this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
 URL additional comments from rod spamassassin URL NUMBER NUMBER NUMBER NUMBER NUMBER ignoring the conspiracy theories can you supply examples of spam which was scored with rcvd_in_bondedsender the only mail i have received which scored this were from URL you are receiving this mail because you are the assignee for the bug or are watching the assignee this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
